sample	cg01962233	cg10191725	cg21729122	cg18000886	cg14514403	cg16507965	cg08769559	cg18102233	cg17036062	cg16414561	cg25053900	cg13806616	cg25545920	cg22437699	cg12419462	cg03038395	cg03971469	cg02651788	cg08209743	cg16954455	cg06943593	cg22820312	cg25745795	cg02022247	cg16890879	cg15854666	cg11863130	cg19011478	cg12705969	cg10709771	cg23221557	cg23238793	cg18757172	cg24728008	cg03450733	cg14831665	cg05242815	cg02938958	cg04118889	cg24825446	cg02082650	cg11158236
TCGA-A6-2684-01C	0.7011	0.8316	0.6631	0.731	0.47	0.3962	0.3268	0.2989	0.4418	0.4152	0.3758	0.3382	0.3729	0.5524	0.3415	0.3506	0.09113	0.2935	0.1125	0.47	0.4495	0.6003	0.7234	0.1599	0.5716	0.4164	0.5714	0.8304	0.7621	0.3258	0.3251	0.4173	0.5019	0.4935	0.6963	0.8783	0.4402	0.2678	0.3908	0.5372	0.8198	0.9077
TCGA-A6-6782-01A	0.7542	0.8447	0.4831	0.5221	0.5371	0.358	0.1244	0.05316	0.3667	0.1883	0.1983	0.2512	0.3966	0.7663	0.01455	0.09254	0.01958	0.02653	0.03893	0.0598	0.0325	0.09197	0.6829	0.07464	0.3282	0.06825	0.1149	0.4647	0.5598	0.4457	0.05826	0.3466	0.03385	0.06745	0.4319	0.3261	0.06645	0.01735	0.06615	0.1242	0.1496	0.6565
TCGA-A6-4105-01A	0.7571	0.8376	0.6704	0.5266	0.3543	0.2637	0.09705	0.1104	0.2385	0.3084	0.3166	0.584	0.8467	0.8221	0.01361	0.03629	0.01947	0.03557	0.1857	0.6739	0.6029	0.6103	0.8931	0.635	0.7762	0.6452	0.7386	0.86	0.7144	0.8261	0.06709	0.2921	0.06134	0.05972	0.3038	0.02803	0.02029	0.01305	0.06159	0.1184	0.1202	0.411
TCGA-AA-3955-01A																																										
TCGA-AA-A02Y-01A																																										
TCGA-G4-6625-01A	0.595	0.8019	0.5488	0.5293	0.4789	0.3905	0.3419	0.3371	0.5889	0.5532	0.5068	0.5194	0.5724	0.6969	0.559	0.5518	0.2604	0.5204	0.2284	0.4833	0.4812	0.5263	0.7228	0.4759	0.6824	0.4575	0.7374	0.6763	0.6909	0.4225	0.4162	0.5307	0.5953	0.5666	0.8177	0.7613	0.4681	0.4005	0.5673	0.3397	0.6404	0.6292
TCGA-AA-3966-01A																																										
TCGA-AA-3681-01A																																										
TCGA-A6-6650-01A	0.7596	0.8893	0.3152	0.4301	0.3923	0.3988	0.3483	0.3042	0.52	0.3813	0.4075	0.374	0.5989	0.8141	0.431	0.4455	0.2327	0.4145	0.07278	0.4663	0.448	0.571	0.8488	0.4328	0.7931	0.4709	0.6803	0.8899	0.8787	0.9257	0.2813	0.4836	0.5122	0.4439	0.9257	0.6739	0.4541	0.3709	0.3187	0.161	0.4562	0.6108
TCGA-AA-3852-01A																																										
TCGA-AA-3666-01A																																										
TCGA-AA-3516-01A																																										
TCGA-D5-6534-01A	0.5463	0.7238	0.4919	0.5998	0.4909	0.4065	0.2707	0.3058	0.6336	0.6377	0.5301	0.4519	0.4369	0.5726	0.4516	0.5122	0.1786	0.4178	0.2461	0.4927	0.4417	0.4783	0.611	0.4497	0.553	0.1792	0.7987	0.3282	0.5284	0.7565	0.3154	0.4992	0.4154	0.4763	0.7471	0.6632	0.4863	0.4008	0.5435	0.3986	0.538	0.797
TCGA-AA-A00K-01A																																										
TCGA-AD-6888-01A	0.6649	0.8215	0.1298	0.08822	0.03031	0.05846	0.04439	0.02756	0.03538	0.0366	0.06754	0.1699	0.3473	0.6768	0.02082	0.06806	0.02711	0.03459	0.04966	0.1502	0.04401	0.06989	0.2771	0.02493	0.05404	0.06765	0.1728	0.7738	0.8617	0.4188	0.06514	0.3903	0.08668	0.1018	0.835	0.09349	0.03675	0.02007	0.04963	0.1297	0.1167	0.5234
TCGA-D5-5539-01A	0.7257	0.7798	0.4283	0.5499	0.1636	0.02535	0.03713	0.02691	0.01926	0.5871	0.5089	0.6319	0.7824	0.735	0.01395	0.06015	0.01944	0.02818	0.04913	0.448	0.3153	0.55	0.7974	0.1473	0.2698	0.07553	0.2749	0.2025	0.3762	0.4705	0.3288	0.3378	0.05358	0.0518	0.5852	0.1717	0.04177	0.01772	0.08477	0.395	0.1849	0.5946
TCGA-A6-6654-01A	0.4333	0.7109	0.5049	0.3856	0.2947	0.2156	0.1515	0.1822	0.5185	0.3539	0.3751	0.4116	0.5308	0.4766	0.3981	0.5469	0.1039	0.3654	0.1677	0.4338	0.3924	0.4668	0.3962	0.3425	0.6558	0.1592	0.5675	0.4927	0.5642	0.6347	0.3197	0.407	0.2807	0.4206	0.7746	0.6159	0.4941	0.4241	0.5258	0.4274	0.709	0.8463
TCGA-AA-A01C-01A																																										
TCGA-AA-3941-01A																																										
TCGA-CM-4752-01A	0.4404	0.6863	0.1038	0.2221	0.034	0.03241	0.043	0.02557	0.02529	0.03599	0.04075	0.2015	0.3803	0.5532	0.01809	0.05955	0.02863	0.02895	0.04743	0.07896	0.1724	0.1289	0.4493	0.07373	0.4445	0.05879	0.3268	0.2606	0.7213	0.5557	0.08579	0.3166	0.07802	0.04974	0.8081	0.3555	0.03203	0.01997	0.08546	0.2613	0.1695	0.6844
TCGA-AA-A02E-01A																																										
TCGA-A6-2682-01A	0.5768	0.7825	0.5269	0.4434	0.1044	0.03057	0.0409	0.02314	0.01654	0.05035	0.1006	0.3115	0.5803	0.6678	0.01502	0.0697	0.01975	0.0341	0.03656	0.0705	0.02538	0.1281	0.6303	0.07516	0.05911	0.06841	0.103	0.691	0.525	0.571	0.04654	0.3432	0.06328	0.05829	0.4682	0.0427	0.02211	0.0165	0.03486	0.1618	0.3085	0.8059
TCGA-A6-2676-01A																																										
TCGA-AY-4071-01A																																										
TCGA-AA-3821-01A																																										
TCGA-A6-6650-01B	0.6565	0.8844	0.3958	0.4905	0.3588	0.369	0.317	0.3166	0.4399	0.3884	0.3556	0.3723	0.5402	0.7704	0.3405	0.3778	0.2126	0.3273	0.1293	0.5089	0.4509	0.5071	0.7799	0.439	0.8282	0.4792	0.6645	0.8355	0.8419	0.7864	0.2737	0.4484	0.5112	0.4012	0.8747	0.6632	0.4312	0.3766	0.3172	0.1788	0.5294	0.7135
TCGA-A6-2672-01A																																										
TCGA-AA-3811-01A																																										
TCGA-D5-6928-01A	0.4591	0.3904	0.1733	0.1616	0.1284	0.03107	0.03882	0.03568	0.08051	0.07298	0.106	0.2209	0.5728	0.6529	0.02344	0.07241	0.03574	0.04566	0.07958	0.4079	0.3719	0.3448	0.5489	0.3608	0.3929	0.3838	0.6454	0.3884	0.5053	0.4791	0.3189	0.5543	0.3499	0.4363	0.5745	0.4615	0.4221	0.2315	0.2877	0.3137	0.504	0.8418
TCGA-A6-3810-01B	0.7099	0.7902	0.4274	0.07187	0.03919	0.03831	0.05462	0.03018	0.02854	0.06811	0.1017	0.2014	0.4742	0.7013	0.02715	0.06735	0.03453	0.05109	0.07548	0.06583	0.04501	0.03554	0.2634	0.06688	0.05645	0.2758	0.1145	0.102	0.7425	0.4765	0.0616	0.255	0.07894	0.08471	0.3792	0.1037	0.02954	0.0317	0.09466	0.09752	0.2708	0.7611
TCGA-CM-5344-01A	0.3253	0.4494	0.3262	0.2381	0.1836	0.1757	0.1892	0.1049	0.3906	0.1819	0.1915	0.3292	0.5216	0.678	0.308	0.4793	0.0354	0.2794	0.094	0.3453	0.2747	0.284	0.6401	0.2505	0.2552	0.1505	0.533	0.4513	0.7174	0.5139	0.2141	0.3094	0.2275	0.3166	0.5082	0.3311	0.3028	0.1177	0.2286	0.2573	0.3514	0.5746
TCGA-AY-5543-01A	0.5072	0.8064	0.6837	0.4905	0.4021	0.4098	0.371	0.3283	0.6078	0.4411	0.4902	0.4664	0.6057	0.7237	0.4859	0.5823	0.2889	0.5053	0.1358	0.5202	0.4543	0.4561	0.5121	0.4668	0.6533	0.4914	0.6536	0.4248	0.8369	0.758	0.4465	0.5272	0.5678	0.5043	0.6512	0.7076	0.4436	0.3972	0.4871	0.2011	0.4825	0.776
TCGA-AY-4070-01A																																										
TCGA-CM-6163-01A	0.6048	0.7839	0.1386	0.05225	0.03222	0.02869	0.03427	0.02581	0.03362	0.0486	0.06777	0.5546	0.3619	0.442	0.01386	0.05781	0.02054	0.02595	0.04256	0.07693	0.04301	0.2838	0.5371	0.1491	0.7845	0.04657	0.3411	0.7185	0.5678	0.6515	0.07465	0.3035	0.05666	0.05807	0.69	0.0498	0.5246	0.01803	0.0728	0.07983	0.1453	0.6221
TCGA-D5-6535-01A	0.6588	0.8299	0.5051	0.6488	0.5901	0.3869	0.3086	0.3042	0.5702	0.6282	0.5808	0.5605	0.532	0.6932	0.4421	0.4776	0.1646	0.3718	0.2438	0.5878	0.5808	0.5776	0.7699	0.1747	0.8404	0.4482	0.5988	0.8184	0.8325	0.6146	0.3867	0.4582	0.4967	0.2884	0.7249	0.6732	0.4426	0.3315	0.4649	0.3486	0.5435	0.6206
TCGA-A6-5659-01A	0.7166	0.8873	0.6792	0.7605	0.7871	0.5269	0.2008	0.4737	0.5825	0.7831	0.5839	0.581	0.705	0.7243	0.01423	0.06243	0.02048	0.03442	0.2387	0.7197	0.6586	0.6336	0.8358	0.2611	0.9358	0.1204	0.2913	0.7684	0.7974	0.4073	0.575	0.7345	0.8699	0.1814	0.8312	0.6436	0.02114	0.0138	0.04028	0.129	0.1803	0.5159
TCGA-AA-3814-01A																																										
TCGA-NH-A5IV-01A	0.5977	0.8844	0.2763	0.6215	0.4775	0.4088	0.3297	0.3109	0.565	0.4763	0.479	0.4556	0.3192	0.5173	0.5267	0.4968	0.2158	0.4839	0.06879	0.5554	0.5038	0.6332	0.8294	0.5098	0.8425	0.5225	0.8164	0.5003	0.8159	0.6013	0.4227	0.5506	0.5952	0.5127	0.7931	0.6399	0.4762	0.3852	0.3797	0.3706	0.4166	0.4096
TCGA-D5-6537-01A	0.8029	0.7647	0.4614	0.4535	0.1327	0.01842	0.04097	0.01878	0.01439	0.3327	0.3043	0.631	0.7681	0.8073	0.01163	0.05667	0.01623	0.02302	0.0593	0.674	0.5933	0.529	0.8752	0.3262	0.919	0.1213	0.6063	0.7821	0.817	0.8136	0.04226	0.26	0.03813	0.03404	0.9174	0.5779	0.01597	0.01145	0.05817	0.07027	0.09258	0.5187
TCGA-D5-6929-01A	0.6458	0.792	0.4516	0.5103	0.2529	0.2417	0.1545	0.1454	0.404	0.5559	0.4954	0.4559	0.5585	0.647	0.4173	0.4705	0.1025	0.3935	0.1013	0.368	0.2694	0.3946	0.6425	0.3698	0.6958	0.124	0.6188	0.4975	0.6622	0.6503	0.2352	0.4244	0.3078	0.3602	0.8726	0.5748	0.3672	0.2569	0.3132	0.2616	0.6337	0.8425
TCGA-A6-6137-01A	0.5324	0.4243	0.2674	0.08086	0.02261	0.02039	0.03816	0.02377	0.02137	0.03301	0.03794	0.1815	0.3059	0.6756	0.01408	0.04673	0.02147	0.02722	0.044	0.0283	0.02195	0.2097	0.4184	0.1165	0.2535	0.05471	0.1503	0.5466	0.7821	0.3663	0.05451	0.2641	0.06317	0.122	0.7509	0.2867	0.0306	0.01424	0.1447	0.05801	0.14	0.5086
TCGA-F4-6854-01A	0.6655	0.803	0.34	0.7507	0.6898	0.5202	0.3239	0.5754	0.7584	0.5768	0.3921	0.3831	0.6412	0.692	0.3023	0.4004	0.03575	0.212	0.08545	0.2966	0.1554	0.3055	0.6911	0.2013	0.8479	0.3598	0.5883	0.5959	0.8461	0.7968	0.5811	0.5287	0.1121	0.2005	0.8202	0.2563	0.2528	0.1092	0.1698	0.1958	0.3264	0.7448
TCGA-AY-A69D-01A	0.6893	0.838	0.5112	0.7898	0.5518	0.3476	0.2686	0.2733	0.5071	0.7216	0.6663	0.5317	0.6539	0.7296	0.4275	0.4827	0.1522	0.4195	0.1626	0.5207	0.463	0.6242	0.759	0.5295	0.7825	0.4319	0.731	0.5845	0.8381	0.5293	0.3473	0.4927	0.5148	0.4822	0.8359	0.8539	0.5132	0.3679	0.7154	0.4365	0.4289	0.4516
TCGA-AA-3854-01A																																										
TCGA-AA-3538-01A																																										
TCGA-G4-6628-01A	0.5578	0.7357	0.2059	0.5333	0.5119	0.2363	0.1728	0.1254	0.6359	0.4908	0.5828	0.5075	0.4644	0.731	0.4872	0.5736	0.2329	0.5812	0.3431	0.5296	0.4825	0.4741	0.8169	0.5808	0.7176	0.571	0.8092	0.5862	0.5547	0.5444	0.5829	0.616	0.6311	0.5816	0.7957	0.7357	0.5141	0.3431	0.5459	0.4568	0.6778	0.782
TCGA-CM-5349-01A	0.5951	0.7635	0.6395	0.6376	0.5538	0.3703	0.3237	0.3429	0.5932	0.5933	0.5215	0.5481	0.5811	0.6544	0.4513	0.5286	0.124	0.428	0.3095	0.5639	0.456	0.4979	0.6981	0.4984	0.7556	0.486	0.7786	0.6525	0.6485	0.6911	0.3814	0.4612	0.4342	0.4951	0.8687	0.7286	0.4631	0.2877	0.3601	0.4141	0.645	0.8387
TCGA-AA-A02W-01A																																										
TCGA-G4-6322-01A	0.7104	0.8778	0.2993	0.7969	0.7867	0.6492	0.4515	0.707	0.8475	0.8653	0.7425	0.6138	0.707	0.8387	0.0143	0.07538	0.02097	0.05628	0.2204	0.6438	0.606	0.658	0.8644	0.8379	0.9178	0.7676	0.9326	0.7676	0.6408	0.8135	0.677	0.5952	0.6299	0.6842	0.9232	0.9264	0.6355	0.01335	0.05669	0.06147	0.08014	0.1053
TCGA-CM-6170-01A	0.6937	0.7803	0.4943	0.491	0.4099	0.3931	0.3439	0.3262	0.5796	0.4458	0.3987	0.4028	0.3079	0.5435	0.5291	0.5254	0.2802	0.4689	0.3335	0.4912	0.4611	0.4415	0.379	0.2308	0.5014	0.3929	0.6216	0.4913	0.8329	0.304	0.3858	0.5761	0.5698	0.2671	0.564	0.5688	0.4673	0.3903	0.3668	0.3533	0.2436	0.7439
TCGA-AA-3819-01A																																										
TCGA-D5-6531-01A	0.7747	0.8749	0.5729	0.6477	0.5975	0.3461	0.1665	0.275	0.4953	0.7276	0.6122	0.6773	0.8081	0.879	0.01136	0.0735	0.01702	0.04901	0.3095	0.7039	0.6697	0.7024	0.9181	0.8374	0.9384	0.7481	0.8726	0.8999	0.8555	0.8837	0.386	0.4302	0.2237	0.174	0.911	0.9333	0.6523	0.6223	0.8115	0.7144	0.7605	0.8974
TCGA-AU-3779-01A	0.5865	0.7844	0.6114	0.4365	0.3897	0.3785	0.356	0.3064	0.5503	0.6492	0.5624	0.5979	0.6546	0.7191	0.463	0.4706	0.1632	0.4348	0.1359	0.4586	0.3445	0.465	0.5534	0.2402	0.5699	0.4309	0.4748	0.7784	0.7852	0.4888	0.4017	0.481	0.5041	0.4935	0.6956	0.5333	0.4238	0.2843	0.3545	0.3315	0.4856	0.4482
TCGA-CA-6718-01A	0.6704	0.7401	0.1528	0.09514	0.03039	0.03519	0.05853	0.02883	0.03338	0.05571	0.09966	0.1783	0.658	0.7244	0.01503	0.06118	0.02715	0.05396	0.2954	0.5331	0.5251	0.5083	0.8191	0.6019	0.6332	0.6453	0.8034	0.5886	0.6215	0.741	0.5071	0.5332	0.5306	0.5158	0.7889	0.7738	0.5102	0.4169	0.4912	0.4728	0.7366	0.8491
TCGA-AZ-4308-01A	0.487	0.5961	0.2413	0.2115	0.08117	0.09233	0.08849	0.06288	0.3232	0.1068	0.1517	0.2344	0.2735	0.5536	0.2536	0.3928	0.03563	0.1852	0.07839	0.3077	0.2493	0.2458	0.2524	0.1346	0.1012	0.1384	0.4468	0.5158	0.7922	0.247	0.1711	0.3628	0.106	0.1876	0.3674	0.4021	0.1965	0.1191	0.1786	0.1595	0.2942	0.7858
TCGA-AA-3662-01A	0.7098	0.7752	0.5747	0.5593	0.1484	0.3017	0.2961	0.2549	0.4426	0.242	0.298	0.3769	0.6156	0.7509	0.4582	0.4859	0.1509	0.4195	0.09854	0.4235	0.3949	0.3396	0.7489	0.3371	0.9228	0.601	0.8616	0.2827	0.5026	0.7811	0.3102	0.4408	0.4138	0.4764	0.703	0.3479	0.4191	0.244	0.3281	0.2161	0.5663	0.5558
TCGA-G4-6627-01A	0.5283	0.5876	0.4755	0.4269	0.3878	0.03815	0.03754	0.02901	0.06111	0.1512	0.2567	0.4006	0.617	0.5863	0.01259	0.04597	0.0227	0.02432	0.1779	0.4319	0.4214	0.3566	0.5962	0.2823	0.5306	0.1094	0.5128	0.461	0.5876	0.492	0.08371	0.2222	0.0736	0.08606	0.6203	0.5237	0.4213	0.2927	0.3334	0.3018	0.5407	0.6421
TCGA-AA-3862-01A																																										
TCGA-AA-3489-01A	0.6398	0.6897	0.2451	0.1292	0.05578	0.2401	0.06727	0.09452	0.1466	0.05041	0.1027	0.2693	0.3948	0.6579	0.0135	0.1224	0.02432	0.0557	0.06754	0.1502	0.05173	0.1345	0.5011	0.0703	0.06315	0.1082	0.3481	0.3704	0.6686	0.4505	0.2918	0.3575	0.05017	0.09135	0.651	0.1103	0.1304	0.05617	0.2177	0.139	0.2811	0.6883
TCGA-AA-3679-01A																																										
TCGA-CM-5868-01A	0.4319	0.8245	0.4765	0.5092	0.4206	0.446	0.3299	0.3995	0.6211	0.5142	0.5083	0.4481	0.3252	0.6716	0.5546	0.5669	0.4185	0.5056	0.158	0.525	0.4501	0.4133	0.6001	0.3099	0.9143	0.4795	0.7075	0.4179	0.8375	0.6308	0.4338	0.5676	0.6083	0.436	0.8447	0.8426	0.5323	0.4661	0.4596	0.3523	0.5988	0.8033
TCGA-AA-3930-01A																																										
TCGA-AA-A024-01A																																										
TCGA-AA-3850-01A																																										
TCGA-D5-6924-01A	0.5493	0.798	0.5466	0.5866	0.2601	0.03568	0.04346	0.02693	0.04812	0.1664	0.247	0.4136	0.6143	0.5767	0.01958	0.06872	0.02453	0.02978	0.03037	0.0561	0.03616	0.4444	0.381	0.0935	0.4178	0.05859	0.1437	0.6104	0.7973	0.5306	0.08179	0.3199	0.07632	0.06026	0.6768	0.3254	0.06471	0.02271	0.06092	0.1139	0.4332	0.9029
TCGA-5M-AAT6-01A	0.2874	0.5415	0.3399	0.3964	0.2796	0.2681	0.1421	0.2231	0.5236	0.3899	0.35	0.3794	0.4151	0.4504	0.4586	0.4676	0.1269	0.3117	0.08573	0.4496	0.3519	0.2996	0.3298	0.1904	0.71	0.1656	0.5689	0.3548	0.5137	0.4284	0.3808	0.4441	0.396	0.4341	0.6532	0.609	0.3621	0.3074	0.414	0.3734	0.6837	0.8826
TCGA-AA-A03J-01A																																										
TCGA-A6-5656-01B	0.713	0.6581	0.4483	0.3625	0.04787	0.03112	0.07015	0.03613	0.02851	0.06738	0.0649	0.1979	0.5577	0.7228	0.05429	0.09628	0.04259	0.0518	0.1379	0.2157	0.2214	0.3746	0.4922	0.2371	0.5324	0.09827	0.1794	0.7538	0.7859	0.6673	0.1966	0.2077	0.1072	0.1107	0.8389	0.8042	0.04245	0.02699	0.191	0.1308	0.2369	0.7175
TCGA-AA-3548-01A																																										
TCGA-NH-A6GB-01A	0.3546	0.8154	0.4086	0.7605	0.6405	0.4511	0.4023	0.5956	0.6173	0.7382	0.5433	0.4426	0.2443	0.6514	0.5127	0.565	0.2181	0.5075	0.1301	0.6344	0.5937	0.4608	0.6411	0.3984	0.541	0.1193	0.6756	0.3656	0.679	0.2602	0.482	0.6709	0.6135	0.498	0.8774	0.7506	0.4208	0.3768	0.4215	0.2391	0.5046	0.6813
TCGA-AA-A00N-01A																																										
TCGA-CM-5341-01A	0.5648	0.7682	0.5882	0.7219	0.5904	0.4492	0.3459	0.4816	0.7346	0.7073	0.542	0.5109	0.6389	0.6133	0.2352	0.4172	0.04401	0.2084	0.07273	0.3302	0.166	0.2425	0.557	0.2623	0.6373	0.3667	0.5476	0.6481	0.7358	0.6937	0.146	0.3412	0.2193	0.241	0.8646	0.8122	0.5543	0.4554	0.6732	0.4777	0.7544	0.8928
TCGA-DM-A280-01A	0.4961	0.6808	0.4032	0.4108	0.3286	0.3273	0.2661	0.3027	0.5569	0.3804	0.3439	0.3847	0.3791	0.4683	0.4265	0.5501	0.2823	0.3964	0.09498	0.4976	0.3957	0.4143	0.5508	0.2831	0.7033	0.3958	0.6503	0.5145	0.3389	0.6359	0.2934	0.4857	0.4604	0.4934	0.533	0.5012	0.4329	0.3515	0.379	0.3267	0.4416	0.7483
TCGA-DM-A1HA-01A	0.6414	0.851	0.03333	0.02302	0.01885	0.01312	0.03134	0.01913	0.01244	0.02496	0.03786	0.1979	0.1348	0.8506	0.01116	0.03246	0.0173	0.03599	0.09031	0.8356	0.7974	0.7968	0.9226	0.9161	0.9715	0.8753	0.2722	0.9206	0.8162	0.9375	0.03173	0.1779	0.03741	0.03326	0.08033	0.1536	0.0137	0.01161	0.03604	0.05408	0.1971	0.86
TCGA-WS-AB45-01A	0.3804	0.5271	0.3435	0.4241	0.3673	0.2281	0.1415	0.2796	0.5738	0.4635	0.3661	0.4167	0.4358	0.3973	0.3792	0.4523	0.06499	0.2274	0.2047	0.493	0.3747	0.3853	0.485	0.3373	0.5088	0.268	0.7264	0.475	0.4951	0.6543	0.2914	0.4179	0.3609	0.4857	0.7231	0.5275	0.3882	0.2872	0.3636	0.2903	0.6564	0.6906
TCGA-A6-6651-01A	0.4068	0.6942	0.4253	0.3057	0.2376	0.2141	0.1387	0.1753	0.4314	0.2406	0.2421	0.3233	0.5099	0.534	0.3779	0.5113	0.08374	0.2713	0.1322	0.4011	0.2367	0.3107	0.5855	0.3059	0.2842	0.1772	0.5505	0.5876	0.7069	0.7092	0.2253	0.3972	0.28	0.3725	0.7515	0.4602	0.3468	0.2174	0.362	0.2891	0.727	0.8018
TCGA-A6-2684-01A	0.6658	0.8062	0.6619	0.6375	0.3506	0.3526	0.2464	0.2635	0.5185	0.3441	0.2781	0.3087	0.2807	0.5166	0.4535	0.419	0.2286	0.3513	0.09349	0.4523	0.4274	0.5234	0.6627	0.1686	0.4556	0.4094	0.521	0.7485	0.8375	0.37	0.2823	0.4622	0.4724	0.3914	0.6578	0.7775	0.4504	0.3171	0.2925	0.38	0.5426	0.8726
TCGA-G4-6323-01A	0.6591	0.7501	0.5444	0.5647	0.3986	0.07922	0.0453	0.04442	0.2357	0.4883	0.5041	0.4991	0.6794	0.716	0.0148	0.08183	0.0203	0.03689	0.287	0.5053	0.4643	0.4967	0.735	0.5526	0.6666	0.3847	0.6369	0.5282	0.6247	0.7183	0.07574	0.2419	0.07047	0.06993	0.7945	0.7278	0.4582	0.362	0.5097	0.4974	0.2457	0.6096
TCGA-A6-2672-01B	0.5287	0.8149	0.3304	0.5451	0.455	0.4153	0.3106	0.2876	0.589	0.5228	0.4635	0.4435	0.5113	0.5565	0.495	0.3906	0.1726	0.4162	0.1863	0.5213	0.5061	0.6035	0.6813	0.5153	0.9281	0.6701	0.8379	0.4896	0.7929	0.5186	0.6012	0.5861	0.6008	0.5348	0.9049	0.9182	0.6462	0.5701	0.8156	0.5516	0.6169	0.4502
TCGA-AY-6196-01A	0.5506	0.6715	0.3209	0.05236	0.02074	0.01428	0.05568	0.01844	0.02051	0.03065	0.05761	0.1691	0.53	0.6842	0.01053	0.06596	0.01597	0.02268	0.03961	0.05148	0.02597	0.4679	0.6429	0.3234	0.7436	0.6423	0.8228	0.602	0.6331	0.6748	0.07605	0.2386	0.03121	0.0573	0.3916	0.02915	0.03479	0.01381	0.0788	0.09991	0.179	0.3256
TCGA-AA-3972-01A																																										
TCGA-D5-6536-01A	0.6639	0.8069	0.4758	0.1392	0.32	0.01884	0.08233	0.02395		0.4661	0.06933	0.572	0.5945	0.7166	0.03362	0.07112	0.01905	0.02094	0.1301	0.03351	0.01875	0.5047	0.5069	0.4834	0.147	0.03078	0.1603	0.4541	0.2359	0.429	0.1745	0.3664	0.1355	0.05683	0.7301	0.1279	0.02715	0.01463	0.04592	0.1266	0.1544	0.166
TCGA-AD-A5EK-01A	0.8451	0.8772	0.8414	0.8149	0.8593	0.689	0.2587	0.7717	0.8833	0.8974	0.861	0.7214	0.8415	0.8106	0.01335	0.04295	0.02424	0.02873	0.5173	0.7383	0.724	0.7399	0.92	0.485	0.954	0.1297	0.4151	0.8937	0.8063	0.9473	0.03809	0.2491	0.05028	0.04818	0.9249	0.5688	0.02278	0.3559	0.7901	0.6399	0.8069	0.9054
TCGA-AA-A00R-01A																																										
TCGA-AA-3517-01A																																										
TCGA-G4-6302-01A	0.3777	0.6269	0.3984	0.4099	0.3121	0.1799	0.1461	0.1377	0.5179	0.3387	0.3292	0.3485	0.5187	0.5128	0.3768	0.525	0.05562	0.2714	0.1442	0.4473	0.3193	0.3529	0.4597	0.3283	0.4867	0.34	0.7167	0.3639	0.615	0.6341	0.297	0.4225	0.4157	0.4692	0.6709	0.5353	0.4005	0.2765	0.4058	0.2986	0.6883	0.8137
TCGA-AZ-4684-01A	0.6275	0.7528	0.3959	0.5535	0.04729	0.02204	0.04738	0.02513	0.03231	0.05395	0.1204	0.1393	0.3574	0.6774	0.01757	0.06032	0.03133	0.02737	0.03952	0.05985	0.03899	0.05887	0.5555	0.1506	0.3722	0.06306	0.333	0.1285	0.6307	0.3907	0.1298	0.3427	0.1111	0.05272	0.5995	0.1386	0.05461	0.01797	0.05947	0.4058	0.2755	0.6595
TCGA-AD-6901-01A	0.6455	0.824	0.7015	0.6977	0.6225	0.4375	0.1527	0.1984	0.6447	0.4847	0.4805	0.4821	0.7656	0.8042	0.01518	0.06274	0.02002	0.01995	0.05514	0.5411	0.4131	0.4803	0.7691	0.4223	0.8031	0.1968	0.4422	0.6858	0.7627	0.7971	0.05657	0.1966	0.05477	0.04759	0.7804	0.1184	0.02349	0.01713	0.06628	0.1825	0.4694	0.8316
TCGA-AA-3844-01A																																										
TCGA-AA-3846-01A																																										
TCGA-D5-5537-01A	0.604	0.8451	0.7342	0.772	0.73	0.05043	0.03428	0.03208	0.02958	0.08088	0.1906	0.5983	0.8421	0.7227	0.02397	0.05812	0.03108	0.02836	0.059	0.5147	0.3621	0.6493	0.8272	0.227	0.8601	0.06028	0.2283	0.753	0.5447	0.8519	0.6786	0.7287	0.8912	0.2721	0.7626	0.7899	0.05561	0.02364	0.2853	0.1457	0.1864	0.7515
TCGA-F4-6460-01A	0.5163	0.7641	0.4045	0.4448	0.3927	0.3767	0.259	0.3193	0.5824	0.4751	0.4363	0.4815	0.6329	0.6147	0.5032	0.5703	0.2139	0.5332	0.2017	0.5371	0.4535	0.3605	0.7554	0.2942	0.6342	0.1618	0.6904	0.5591	0.7935	0.8096	0.4868	0.5568	0.6429	0.5875	0.8812	0.7951	0.492	0.3845	0.5053	0.4258	0.6505	0.8171
TCGA-AA-A01X-01A																																										
TCGA-D5-5541-01A	0.7417	0.7997	0.3961	0.2105	0.02364	0.02215	0.0507	0.02356	0.01901	0.04037	0.07813	0.3333	0.5991	0.7107	0.01332	0.06595	0.02497	0.02927	0.04545	0.1576	0.1331	0.1386	0.7049	0.2094	0.1095	0.1297	0.3015	0.5824	0.8242	0.7218	0.07558	0.233	0.03879	0.04001	0.6456	0.1089	0.0301	0.01769	0.05712	0.2363	0.2288	0.5385
TCGA-CM-6167-01A	0.4569	0.6867	0.5192	0.554	0.3602	0.3554	0.2044	0.2337	0.5493	0.4257	0.3924	0.4192	0.4827	0.5298	0.3984	0.5224	0.1876	0.3345	0.128	0.5355	0.4465	0.3272	0.5649	0.1843	0.6599	0.3	0.6024	0.4628	0.4983	0.7002	0.3285	0.4818	0.3772	0.3856	0.6087	0.5789	0.4045	0.268	0.3661	0.1909	0.5036	0.6121
